s_m,x_m,y_m,z_m,tx,ty,tz,nx,ny,nz
0.02023781701567165,0.34173065302566374,-0.17675447763736443,1.0321404494628115,-0.6642616316606613,0.7475001569923018,0.0,0.7475001569923019,0.6642616316606614,0.0
0.020340028212720494,0.3416636411317546,-0.1766789664032148,1.0321403646909395,-0.6651901856254556,0.7466739696464393,0.0,0.7466739696464394,0.6651901856254557,0.0
0.02044223940976934,0.3415963492434553,-0.1766037220484108,1.0321407114330878,-0.6688955627431377,0.743356392413855,0.0,0.743356392413855,0.6688955627431377,0.0
0.02054445060681819,0.34152862519130656,-0.17652892061430536,1.0321416782045345,-0.6684725526431192,0.7437368125639555,0.0,0.7437368125639555,0.6684725526431192,0.0
0.020646661803867036,0.341461460622843,-0.1764536461292894,1.0321421893542138,-0.6719958040656683,0.7405549536112335,0.0,0.7405549536112335,0.6719958040656683,0.0
0.020748873000915883,0.34139304054558683,-0.17637950319173532,1.0321430589234444,-0.6720013430207353,0.7405499274041744,0.0,0.7405499274041745,0.6720013430207354,0.0
0.02085108419796473,0.34132592115858595,-0.17630428074265975,1.0321442521341504,-0.673608859766751,0.7390880218510768,0.0,0.7390880218510768,0.673608859766751,0.0
0.020953295395013574,0.34125720352784983,-0.1762304619324381,1.032145216158069,-0.6756774314687912,0.7371974013815682,0.0,0.7371974013815682,0.6756774314687912,0.0
0.02105550659206242,0.34118968228431285,-0.17615563741168005,1.0321467578421266,-0.674034510877386,0.7386998566036703,0.0,0.7386998566036703,0.674034510877386,0.0
0.02115771778911127,0.3411212913996955,-0.17608151070225908,1.0321473555206944,-0.6759638652490049,0.7369347684005859,0.0,0.7369347684005859,0.6759638652490049,0.0
0.021259928986160116,0.3410533827389343,-0.17600704385650587,1.0321483029218408,-0.6745705247579604,0.7382104084390642,0.0,0.7382104084390642,0.6745705247579604,0.0
0.021362140183208964,0.3409853277014185,-0.1759327200072106,1.0321492063064264,-0.6772098817804453,0.7357898993727185,0.0,0.7357898993727185,0.6772098817804453,0.0
0.021464351380257807,0.34091685457496207,-0.17585870573160053,1.0321498958814563,-0.6781193438613734,0.7349518048695578,0.0,0.7349518048695578,0.6781193438613734,0.0
0.021566562577306655,0.34084859645322585,-0.17578452945852488,1.0321503315483127,-0.6797381826995815,0.7334548404505012,0.0,0.7334548404505012,0.6797381826995815,0.0
0.021668773774355502,0.3407798428488693,-0.17571086658373614,1.0321504051134247,-0.678572966634163,0.7345330005883405,0.0,0.7345330005883406,0.6785729666341631,0.0
0.02177098497140435,0.34071184787440517,-0.17563650360299224,1.0321494133018747,-0.6787381571349217,0.7343803606096029,0.0,0.7343803606096029,0.6787381571349217,0.0
0.021873196168453197,0.3406430594532982,-0.17556286983667105,1.0321479076195261,-0.677114297490685,0.7358778622391735,0.0,0.7358778622391736,0.6771142974906851,0.0
0.021975407365502044,0.3405754650551323,-0.17548828476037645,1.0321463817630356,-0.67713271832382,0.735860911976845,0.0,0.7358609119768451,0.6771327183238202,0.0
0.022077618562550888,0.34050670748068124,-0.175414691962224,1.0321442770153684,-0.6788562650887099,0.7342711837937039,0.0,0.7342711837937039,0.6788562650887099,0.0
0.022179829759599735,0.3404387350153899,-0.17534039347129968,1.0321423082471217,-0.678680619649125,0.7344335344418035,0.0,0.7344335344418035,0.678680619649125,0.0
0.022282040956648583,0.340370060072297,-0.17526681910980066,1.0321408260628544,-0.6787597202966721,0.734360430648863,0.0,0.734360430648863,0.6787597202966721,0.0
