index,s_m,x_m,y_m,z_m,normal_x,normal_y,normal_z,motion_tangent_x,motion_tangent_y,motion_tangent_z,tool_z_x,tool_z_y,tool_z_z,row_id,phase
94,0.15839976308207684,0.2566666666666667,-0.31,0.8084662175254786,0.14636158915025466,-0.27550416781224396,0.9500924895711442,0.9883393651759069,0.0,-0.15226719687340828,-0.14636158915025466,0.27550416781224396,-0.9500924895711442,0,0
95,0.16008679040239437,0.25833333333333336,-0.31,0.8082049065962774,0.15139037064035918,-0.2768281063137996,0.9489189402852545,0.9875091717631951,0.0,-0.15756152983380273,-0.15139037064035918,0.2768281063137996,-0.9489189402852545,0,0
96,0.16177527272925718,0.26,-0.31,0.807934361238989,0.15649343014221712,-0.27821054247505267,0.9476859713945648,0.986635873989694,0.0,-0.16294063997846833,-0.15649343014221712,0.27821054247505267,-0.9476859713945648,0,0
97,0.16346528836807572,0.2616666666666667,-0.31,0.8076544057395371,0.16167481725673166,-0.2796537379575898,0.9463905326615172,0.9857171476711726,2.8421820632689955e-14,-0.1684093369947391,-0.16167481725673166,0.2796537379575898,-0.9463905326615172,0,0
98,0.16515692019875644,0.26333333333333336,-0.31,0.8073648535459786,0.16693881819021747,-0.281160114846682,0.945029322720017,0.9847504702569544,0.0,-0.17397273156649323,-0.16693881819021747,0.281160114846682,-0.945029322720017,0,0
99,0.16685025608982987,0.265,-0.31,0.8070655064861639,0.17228997638205756,-0.2827322689346586,0.9435987643809894,0.9837331004787389,1.4210914669397248e-14,-0.1796362631054419,-0.17228997638205756,0.2827322689346586,-0.9435987643809894,0,0
100,0.1685453893582235,0.2666666666666667,-0.31,0.8067561539044114,0.17773311527292035,-0.2843729844366724,0.9420949768775773,0.9826620553779148,1.4210917112558908e-14,-0.1854057305491175,-0.17773311527292035,0.2843729844366724,-0.9420949768775773,0,0
101,0.17024241928097172,0.26833333333333337,-0.31,0.8064365717069643,0.18327336348718348,-0.2860852503214571,0.9405137446016427,0.9815340843114002,1.4210919757615938e-14,-0.19128732664497436,-0.18327336348718348,0.2860852503214571,-0.9405137446016427,0,0
102,0.1719414516661849,0.27,-0.31,0.8061065213044111,0.188916182744139,-0.28787227846725943,0.9388504818060497,0.9803456394650293,1.4210922625653398e-14,-0.1972876762038188,-0.188916182744139,0.28787227846725943,-0.9388504818060497,0,0
103,0.17364259949182578,0.2716666666666667,-0.31,0.8057657484373797,0.1946673988605742,-0.28973752388550567,0.9371001926547419,0.9790928423174994,-1.4210925740594196e-14,-0.20341387888401388,-0.1946673988605742,0.28973752388550567,-0.9371001926547419,0,0
104,0.17534598362231196,0.2733333333333334,-0.31,0.8054139818695901,0.20053323626388084,-0.2916847072929175,0.935257425891385,0.977771445392784,0.0,-0.20967355716567057,-0.20053323626388084,0.2916847072929175,-0.935257425891385,0,0
105,0.17705173361472926,0.275,-0.31,0.8050509319297005,0.20652035650161704,-0.2937178403578553,0.9333162232630281,0.9763767885131746,0.0,-0.21607491028043901,-0.20652035650161704,0.2937178403578553,-0.9333162232630281,0,0
106,0.17875998862857012,0.2766666666666667,-0.31,0.8046762888802059,0.2126359013125789,-0.29584125400010963,0.9312700606723218,0.9749037486089782,0.0,-0.22262677500283334,-0.2126359013125789,0.29584125400010963,-0.9312700606723218,0,0
107,0.1804708984554978,0.2783333333333334,-0.31,0.8042897210878331,0.21888754091854096,-0.2980596301869493,0.9291117808334222,0.9733466819517934,-2.8421882551355185e-14,-0.22933869436585388,-0.21888754091854096,0.2980596301869493,-0.9291117808334222,0,0
108,0.1821846246887853,0.28,-0.31,0.8038908729652601,0.22528352830811157,-0.30037803774414873,0.9268335159639097,0.9716993574432231,0.0,-0.23622099556226442,-0.22528352830811157,0.30037803774414873,-0.9268335159639097,0,0
109,0.1839013420559333,0.28166666666666673,-0.31,0.803479362648391,0.23183276041866796,-0.3028019727917294,0.9244265987465404,0.9699548793011105,1.4210951450049898e-14,-0.2432848785271461,-0.23183276041866796,0.3028019727917294,-0.9244265987465404,0,0
110,0.18562123994272,0.2833333333333334,-0.31,0.8030547793665774,0.23854484728412362,-0.30533740452367814,0.921881459425743,0.9681055971230085,0.0,-0.25054251698883995,-0.23854484728412362,0.30533740452367814,-0.921881459425743,0,0
111,0.18734452414281305,0.28500000000000003,-0.31,0.8026166804547863,0.24543019041163583,-0.30799082718322923,0.9191875064455012,0.9661430008536641,-1.4210963822064787e-14,-0.2580071741279239,-0.24543019041163583,0.30799082718322923,-0.9191875064455012,0,0
